state_abv,county,family,housing_yearly,food_yearly,transportation_yearly,healthcare_yearly,misc_yearly,childcare_yearly,taxes_yearly,total_yearly,median_family_income,num_counties_in_st,st_cost_rank,st_med_aff_rank,st_income_rank
AL,Conecuh County,2p0c,"$7,860","$6,840","$16,404","$11,700","$5,208",$0,"$8,172","$56,184"," 55,380 ",67.0,31.0,9.0,59.0
AL,Conecuh County,2p1c,"$8,880","$8,520","$18,012","$14,520","$6,156","$6,708","$9,456","$72,264"," 55,380 ",67.0,31.0,9.0,59.0
AL,Conecuh County,2p2c,"$8,880","$10,776","$19,188","$17,352","$6,960","$13,428","$10,452","$87,036"," 55,380 ",67.0,31.0,9.0,59.0
AL,Conecuh County,2p3c,"$12,096","$13,164","$20,040","$20,184","$8,940","$15,492","$11,964","$101,880"," 55,380 ",67.0,31.0,9.0,59.0
AL,Conecuh County,2p4c,"$12,096","$16,116","$21,672","$23,004","$9,984","$15,492","$14,712","$113,088"," 55,380 ",67.0,31.0,9.0,59.0
AL,Coosa County,1p0c,"$6,948","$3,984","$14,052","$5,844","$3,864",$0,"$6,660","$41,364"," 64,482 ",67.0,49.0,28.0,38.0
AL,Coosa County,1p1c,"$9,192","$5,868","$16,848","$8,676","$5,328","$5,304","$7,500","$58,704"," 64,482 ",67.0,49.0,28.0,38.0
AL,Coosa County,1p2c,"$9,192","$8,580","$18,492","$11,508","$6,288","$9,996","$8,424","$72,480"," 64,482 ",67.0,49.0,28.0,38.0
AL,Coosa County,1p3c,"$11,184","$11,460","$19,704","$14,328","$8,016","$11,448","$10,404","$86,532"," 64,482 ",67.0,49.0,28.0,38.0
AL,Coosa County,1p4c,"$11,184","$14,028","$20,592","$17,160","$8,928","$11,448","$13,152","$96,480"," 64,482 ",67.0,49.0,28.0,38.0
AL,Coosa County,2p0c,"$7,068","$7,296","$16,128","$11,700","$5,088",$0,"$7,992","$55,272"," 64,482 ",67.0,49.0,28.0,38.0
AL,Coosa County,2p1c,"$9,192","$9,084","$17,676","$14,520","$6,468","$5,304","$9,324","$71,556"," 64,482 ",67.0,49.0,28.0,38.0
AL,Coosa County,2p2c,"$9,192","$11,484","$18,804","$17,352","$7,320","$9,996","$9,852","$84,012"," 64,482 ",67.0,49.0,28.0,38.0
AL,Coosa County,2p3c,"$11,184","$14,040","$19,644","$20,184","$8,928","$11,448","$10,740","$96,156"," 64,482 ",67.0,49.0,28.0,38.0
AL,Coosa County,2p4c,"$11,184","$17,184","$21,240","$23,004","$10,044","$11,448","$13,296","$107,388"," 64,482 ",67.0,49.0,28.0,38.0
AL,Covington County,1p0c,"$6,696","$3,708","$13,716","$5,640","$3,684",$0,"$6,360","$39,804"," 66,211 ",67.0,46.0,37.0,35.0
AL,Covington County,1p1c,"$8,880","$5,472","$16,428","$8,364","$5,076","$6,516","$7,380","$58,116"," 66,211 ",67.0,46.0,37.0,35.0
AL,Covington County,1p2c,"$8,880","$8,004","$18,012","$11,088","$5,976","$12,960","$8,712","$73,644"," 66,211 ",67.0,46.0,37.0,35.0
AL,Covington County,1p3c,"$11,832","$10,680","$19,176","$13,824","$7,968","$14,940","$11,280","$89,712"," 66,211 ",67.0,46.0,37.0,35.0
AL,Covington County,1p4c,"$11,832","$13,080","$20,028","$16,548","$8,820","$14,940","$13,884","$99,144"," 66,211 ",67.0,46.0,37.0,35.0
AL,Covington County,2p0c,"$6,744","$6,804","$15,720","$11,292","$4,800",$0,"$7,524","$52,872"," 66,211 ",67.0,46.0,37.0,35.0
AL,Covington County,2p1c,"$8,880","$8,472","$17,208","$14,016","$6,144","$6,516","$9,072","$70,296"," 66,211 ",67.0,46.0,37.0,35.0
AL,Covington County,2p2c,"$8,880","$10,716","$18,300","$16,740","$6,936","$12,960","$9,948","$84,468"," 66,211 ",67.0,46.0,37.0,35.0
AL,Covington County,2p3c,"$11,832","$13,092","$19,092","$19,464","$8,820","$14,940","$11,220","$98,460"," 66,211 ",67.0,46.0,37.0,35.0
AL,Covington County,2p4c,"$11,832","$16,020","$20,628","$22,188","$9,864","$14,940","$13,752","$109,224"," 66,211 ",67.0,46.0,37.0,35.0
AL,Crenshaw County,1p0c,"$6,720","$4,356","$14,616","$5,844","$3,924",$0,"$6,840","$42,312"," 69,602 ",67.0,44.0,47.0,26.0
AL,Crenshaw County,1p1c,"$8,880","$6,420","$17,364","$8,676","$5,424","$4,764","$7,584","$59,112"," 69,602 ",67.0,44.0,47.0,26.0
AL,Crenshaw County,1p2c,"$8,880","$9,396","$18,960","$11,508","$6,468","$9,180","$8,544","$72,936"," 69,602 ",67.0,44.0,47.0,26.0
AL,Crenshaw County,1p3c,"$10,812","$12,552","$20,124","$14,328","$8,268","$10,548","$10,572","$87,204"," 69,602 ",67.0,44.0,47.0,26.0
AL,Crenshaw County,1p4c,"$10,812","$15,372","$20,976","$17,160","$9,264","$10,548","$13,452","$97,584"," 69,602 ",67.0,44.0,47.0,26.0
AL,Crenshaw County,2p0c,"$6,744","$7,992","$16,608","$11,700","$5,220",$0,"$8,232","$56,496"," 69,602 ",67.0,44.0,47.0,26.0
AL,Crenshaw County,2p1c,"$8,880","$9,948","$18,108","$14,520","$6,660","$4,764","$9,480","$72,372"," 69,602 ",67.0,44.0,47.0,26.0
AL,Crenshaw County,2p2c,"$8,880","$12,588","$19,200","$17,352","$7,596","$9,180","$10,008","$84,816"," 69,602 ",67.0,44.0,47.0,26.0
AL,Crenshaw County,2p3c,"$10,812","$15,372","$20,004","$20,184","$9,276","$10,548","$10,944","$97,128"," 69,602 ",67.0,44.0,47.0,26.0
AL,Crenshaw County,2p4c,"$10,812","$18,816","$21,576","$23,004","$10,488","$10,548","$13,668","$108,912"," 69,602 ",67.0,44.0,47.0,26.0
AL,Cullman County,1p0c,"$7,524","$4,128","$13,584","$5,640","$4,128",$0,"$6,732","$41,736"," 72,331 ",67.0,25.0,43.0,18.0
AL,Cullman County,1p1c,"$9,780","$6,084","$16,200","$8,364","$5,616","$7,260","$8,016","$61,320"," 72,331 ",67.0,25.0,43.0,18.0
AL,Cullman County,1p2c,"$9,780","$8,892","$17,712","$11,088","$6,612","$14,304","$9,864","$78,276"," 72,331 ",67.0,25.0,43.0,18.0
AL,Cullman County,1p3c,"$13,164","$11,880","$18,828","$13,824","$8,868","$16,476","$13,056","$96,084"," 72,331 ",67.0,25.0,43.0,18.0
AL,Cullman County,1p4c,"$13,164","$14,544","$19,644","$16,548","$9,804","$16,476","$15,780","$105,960"," 72,331 ",67.0,25.0,43.0,18.0
AL,Cullman County,2p0c,"$7,860","$7,560","$15,540","$11,292","$5,460",$0,"$8,100","$55,812"," 72,331 ",67.0,25.0,43.0,18.0
AL,Cullman County,2p1c,"$9,780","$9,408","$16,980","$14,016","$6,792","$7,260","$9,816","$74,040"," 72,331 ",67.0,25.0,43.0,18.0
AL,Cullman County,2p2c,"$9,780","$11,904","$18,024","$16,740","$7,680","$14,304","$10,920","$89,352"," 72,331 ",67.0,25.0,43.0,18.0
AL,Cullman County,2p3c,"$13,164","$14,544","$18,780","$19,464","$9,816","$16,476","$12,708","$104,952"," 72,331 ",67.0,25.0,43.0,18.0
AL,Cullman County,2p4c,"$13,164","$17,808","$20,280","$22,188","$10,968","$16,476","$15,552","$116,436"," 72,331 ",67.0,25.0,43.0,18.0
AL,Dale County,1p0c,"$7,596","$3,936","$13,128","$5,844","$4,080",$0,"$6,636","$41,220"," 67,776 ",67.0,59.0,52.0,31.0
AL,Dale County,1p1c,"$8,880","$5,796","$16,008","$8,676","$5,196","$4,740","$7,032","$56,328"," 67,776 ",67.0,59.0,52.0,31.0
AL,Dale County,1p2c,"$8,880","$8,484","$17,628","$11,508","$6,144","$9,132","$7,692","$69,468"," 67,776 ",67.0,59.0,52.0,31.0
AL,Dale County,1p3c,"$12,624","$11,328","$18,792","$14,328","$8,484","$10,488","$10,368","$86,412"," 67,776 ",67.0,59.0,52.0,31.0
AL,Dale County,1p4c,"$12,624","$13,872","$20,484","$17,160","$9,384","$10,488","$13,404","$97,404"," 67,776 ",67.0,59.0,52.0,31.0
AL,Dale County,2p0c,"$7,632","$7,212","$15,360","$11,700","$5,256",$0,"$7,956","$55,116"," 67,776 ",67.0,59.0,52.0,31.0
AL,Dale County,2p1c,"$8,880","$8,976","$16,884","$14,520","$6,324","$4,740","$8,844","$69,180"," 67,776 ",67.0,59.0,52.0,31.0
AL,Dale County,2p2c,"$8,880","$11,364","$17,976","$17,352","$7,164","$9,132","$9,264","$81,132"," 67,776 ",67.0,59.0,52.0,31.0
AL,Dale County,2p3c,"$12,624","$13,872","$19,608","$20,184","$9,384","$10,488","$10,932","$97,080"," 67,776 ",67.0,59.0,52.0,31.0
AL,Dale County,2p4c,"$12,624","$16,992","$20,268","$23,004","$10,488","$10,488","$13,212","$107,064"," 67,776 ",67.0,59.0,52.0,31.0
AL,Dallas County,1p0c,"$7,164","$3,900","$12,180","$5,640","$3,912",$0,"$6,204","$39,012"," 52,453 ",67.0,48.0,8.0,62.0
AL,Dallas County,1p1c,"$9,480","$5,748","$14,736","$8,364","$5,388","$6,516","$7,260","$57,504"," 52,453 ",67.0,48.0,8.0,62.0
AL,Dallas County,1p2c,"$9,480","$8,412","$16,248","$11,088","$6,336","$12,960","$8,580","$73,116"," 52,453 ",67.0,48.0,8.0,62.0
AL,Dallas County,1p3c,"$11,532","$11,232","$17,376","$13,824","$8,064","$14,940","$10,704","$87,660"," 52,453 ",67.0,48.0,8.0,62.0
AL,Dallas County,1p4c,"$11,532","$13,752","$18,192","$16,548","$8,952","$14,940","$13,380","$97,296"," 52,453 ",67.0,48.0,8.0,62.0
AL,Dallas County,2p0c,"$7,200","$7,152","$14,136","$11,292","$5,076",$0,"$7,404","$52,260"," 52,453 ",67.0,48.0,8.0,62.0
AL,Dallas County,2p1c,"$9,480","$8,904","$15,552","$14,016","$6,504","$6,516","$9,012","$69,984"," 52,453 ",67.0,48.0,8.0,62.0
AL,Dallas County,2p2c,"$9,480","$11,268","$16,608","$16,740","$7,344","$12,960","$9,912","$84,300"," 52,453 ",67.0,48.0,8.0,62.0
AL,Dallas County,2p3c,"$11,532","$13,764","$17,376","$19,464","$8,952","$14,940","$10,908","$96,924"," 52,453 ",67.0,48.0,8.0,62.0
AL,Dallas County,2p4c,"$11,532","$16,848","$18,816","$22,188","$10,044","$14,940","$13,380","$107,748"," 52,453 ",67.0,48.0,8.0,62.0
AL,DeKalb County,1p0c,"$6,720","$3,636","$13,752","$5,844","$3,660",$0,"$6,396","$40,020"," 59,225 ",67.0,66.0,26.0,55.0
AL,DeKalb County,1p1c,"$8,880","$5,352","$16,284","$8,676","$5,040","$3,972","$6,756","$54,960"," 59,225 ",67.0,66.0,26.0,55.0
AL,DeKalb County,1p2c,"$8,880","$7,836","$17,772","$11,508","$5,916","$7,944","$7,164","$67,020"," 59,225 ",67.0,66.0,26.0,55.0
AL,DeKalb County,1p3c,"$12,180","$10,464","$18,864","$14,328","$8,016","$9,168","$9,324","$82,344"," 59,225 ",67.0,66.0,26.0,55.0
AL,DeKalb County,1p4c,"$12,180","$12,804","$19,668","$17,160","$8,844","$9,168","$11,808","$91,644"," 59,225 ",67.0,66.0,26.0,55.0
AL,DeKalb County,2p0c,"$6,948","$6,660","$15,612","$11,700","$4,812",$0,"$7,620","$53,364"," 59,225 ",67.0,66.0,26.0,55.0
AL,DeKalb County,2p1c,"$8,880","$8,292","$17,016","$14,520","$6,084","$3,972","$8,460","$67,224"," 59,225 ",67.0,66.0,26.0,55.0
AL,DeKalb County,2p2c,"$8,880","$10,488","$18,048","$17,352","$6,852","$7,944","$8,676","$78,252"," 59,225 ",67.0,66.0,26.0,55.0
AL,DeKalb County,2p3c,"$12,180","$12,816","$18,792","$20,184","$8,844","$9,168","$9,864","$91,860"," 59,225 ",67.0,66.0,26.0,55.0
AL,DeKalb County,2p4c,"$12,180","$15,684","$20,292","$23,004","$9,864","$9,168","$12,036","$102,228"," 59,225 ",67.0,66.0,26.0,55.0
AL,Elmore County,1p0c,"$8,388","$4,224","$13,560","$6,120","$4,464",$0,"$7,152","$43,896"," 84,463 ",67.0,11.0,63.0,6.0
AL,Elmore County,1p1c,"$11,436","$6,228","$16,656","$9,072","$6,252","$6,240","$8,652","$64,548"," 84,463 ",67.0,11.0,63.0,6.0
AL,Elmore County,1p2c,"$11,436","$9,108","$19,140","$12,036","$7,272","$12,144","$10,788","$81,936"," 84,463 ",67.0,11.0,63.0,6.0
AL,Elmore County,1p3c,"$14,532","$12,168","$20,364","$14,988","$9,456","$13,956","$13,980","$99,432"," 84,463 ",67.0,11.0,63.0,6.0
AL,Elmore County,1p4c,"$14,532","$14,892","$21,252","$17,940","$10,416","$13,956","$16,884","$109,884"," 84,463 ",67.0,11.0,63.0,6.0
AL,Elmore County,2p0c,"$9,564","$7,740","$15,996","$12,240","$6,132",$0,"$9,060","$60,732"," 84,463 ",67.0,11.0,63.0,6.0
AL,Elmore County,2p1c,"$11,436","$9,636","$18,396","$15,192","$7,464","$6,240","$10,824","$79,188"," 84,463 ",67.0,11.0,63.0,6.0
AL,Elmore County,2p2c,"$11,436","$12,204","$19,536","$18,144","$8,364","$12,144","$11,772","$93,600"," 84,463 ",67.0,11.0,63.0,6.0
AL,Elmore County,2p3c,"$14,532","$14,904","$20,364","$21,108","$10,416","$13,956","$13,704","$108,972"," 84,463 ",67.0,11.0,63.0,6.0
AL,Elmore County,2p4c,"$14,532","$18,240","$21,024","$24,060","$11,604","$13,956","$16,416","$119,832"," 84,463 ",67.0,11.0,63.0,6.0
AL,Escambia County,1p0c,"$6,720","$3,720","$13,440","$5,640","$3,696",$0,"$6,312","$39,540"," 57,329 ",67.0,45.0,11.0,57.0
AL,Escambia County,1p1c,"$8,880","$5,484","$16,116","$8,364","$5,088","$6,672","$7,356","$57,960"," 57,329 ",67.0,45.0,11.0,57.0
AL,Escambia County,1p2c,"$8,880","$8,028","$17,688","$11,088","$5,988","$13,344","$8,748","$73,776"," 57,329 ",67.0,45.0,11.0,57.0
AL,Escambia County,1p3c,"$11,352","$10,716","$18,852","$13,824","$7,812","$15,396","$11,100","$89,052"," 57,329 ",67.0,45.0,11.0,57.0
AL,Escambia County,1p4c,"$11,352","$13,128","$19,716","$16,548","$8,664","$15,396","$13,704","$98,508"," 57,329 ",67.0,45.0,11.0,57.0
AL,Escambia County,2p0c,"$7,272","$6,828","$15,432","$11,292","$4,992",$0,"$7,632","$53,448"," 57,329 ",67.0,45.0,11.0,57.0
AL,Escambia County,2p1c,"$8,880","$8,496","$16,908","$14,016","$6,156","$6,672","$9,048","$70,164"," 57,329 ",67.0,45.0,11.0,57.0
AL,Escambia County,2p2c,"$8,880","$10,752","$18,000","$16,740","$6,948","$13,344","$9,972","$84,636"," 57,329 ",67.0,45.0,11.0,57.0
AL,Escambia County,2p3c,"$11,352","$13,128","$18,792","$19,464","$8,664","$15,396","$11,100","$97,908"," 57,329 ",67.0,45.0,11.0,57.0
AL,Escambia County,2p4c,"$11,352","$16,068","$20,328","$22,188","$9,708","$15,396","$13,608","$108,648"," 57,329 ",67.0,45.0,11.0,57.0
AL,Etowah County,1p0c,"$6,168","$4,056","$12,900","$5,868","$3,624",$0,"$6,156","$38,772"," 67,242 ",67.0,53.0,45.0,32.0
AL,Etowah County,1p1c,"$9,228","$5,976","$15,528","$8,688","$5,388","$5,340","$7,236","$57,396"," 67,242 ",67.0,53.0,45.0,32.0
AL,Etowah County,1p2c,"$9,228","$8,748","$17,016","$11,520","$6,360","$10,260","$8,136","$71,280"," 67,242 ",67.0,53.0,45.0,32.0
AL,Etowah County,1p3c,"$11,676","$11,688","$18,096","$14,352","$8,268","$11,772","$10,296","$86,148"," 67,242 ",67.0,53.0,45.0,32.0
AL,Etowah County,1p4c,"$11,676","$14,304","$19,704","$17,184","$9,204","$11,772","$13,344","$97,176"," 67,242 ",67.0,53.0,45.0,32.0
AL,Etowah County,2p0c,"$7,920","$7,440","$14,928","$11,724","$5,436",$0,"$8,028","$55,488"," 67,242 ",67.0,53.0,45.0,32.0
AL,Etowah County,2p1c,"$9,228","$9,264","$16,344","$14,556","$6,540","$5,340","$9,084","$70,344"," 67,242 ",67.0,53.0,45.0,32.0
AL,Etowah County,2p2c,"$9,228","$11,712","$17,352","$17,388","$7,416","$10,260","$9,648","$83,004"," 67,242 ",67.0,53.0,45.0,32.0
AL,Etowah County,2p3c,"$11,676","$14,316","$18,912","$20,220","$9,204","$11,772","$10,920","$97,008"," 67,242 ",67.0,53.0,45.0,32.0
AL,Etowah County,2p4c,"$11,676","$17,520","$19,536","$23,040","$10,332","$11,772","$13,224","$107,112"," 67,242 ",67.0,53.0,45.0,32.0
AL,Fayette County,1p0c,"$6,720","$3,624","$13,836","$5,844","$3,660",$0,"$6,420","$40,104"," 62,336 ",67.0,55.0,25.0,44.0
AL,Fayette County,1p1c,"$8,880","$5,340","$16,668","$8,676","$5,028","$5,388","$7,200","$57,168"," 62,336 ",67.0,55.0,25.0,44.0
AL,Fayette County,1p2c,"$8,880","$7,812","$18,324","$11,508","$5,904","$10,776","$8,148","$71,352"," 62,336 ",67.0,55.0,25.0,44.0
AL,Fayette County,1p3c,"$11,088","$10,428","$19,560","$14,328","$7,620","$12,432","$10,164","$85,608"," 62,336 ",67.0,55.0,25.0,44.0
AL,Fayette County,1p4c,"$11,088","$12,768","$20,460","$17,160","$8,448","$12,432","$12,780","$95,124"," 62,336 ",67.0,55.0,25.0,44.0
AL,Fayette County,2p0c,"$7,860","$6,636","$15,948","$11,700","$5,136",$0,"$7,992","$55,272"," 62,336 ",67.0,55.0,25.0,44.0
AL,Fayette County,2p1c,"$8,880","$8,268","$17,520","$14,520","$6,072","$5,388","$8,928","$69,564"," 62,336 ",67.0,55.0,25.0,44.0
AL,Fayette County,2p2c,"$8,880","$10,452","$18,660","$17,352","$6,852","$10,776","$9,552","$82,524"," 62,336 ",67.0,55.0,25.0,44.0
AL,Fayette County,2p3c,"$11,088","$12,768","$19,500","$20,184","$8,448","$12,432","$10,488","$94,920"," 62,336 ",67.0,55.0,25.0,44.0
AL,Fayette County,2p4c,"$11,088","$15,636","$21,096","$23,004","$9,456","$12,432","$12,852","$105,576"," 62,336 ",67.0,55.0,25.0,44.0
AL,Franklin County,1p0c,"$6,720","$3,444","$14,328","$5,844","$3,600",$0,"$6,480","$40,416"," 61,857 ",67.0,38.0,20.0,46.0
AL,Franklin County,1p1c,"$8,880","$5,076","$16,860","$8,676","$4,944","$7,260","$7,620","$59,304"," 61,857 ",67.0,38.0,20.0,46.0
AL,Franklin County,1p2c,"$8,880","$7,428","$18,348","$11,508","$5,772","$14,304","$9,144","$75,384"," 61,857 ",67.0,38.0,20.0,46.0
AL,Franklin County,1p3c,"$10,812","$9,912","$19,440","$14,328","$7,332","$16,476","$11,232","$89,544"," 61,857 ",67.0,38.0,20.0,46.0
AL,Franklin County,1p4c,"$10,812","$12,144","$20,256","$17,160","$8,124","$16,476","$13,776","$98,736"," 61,857 ",67.0,38.0,20.0,46.0
AL,Franklin County,2p0c,"$7,860","$6,312","$16,164","$11,700","$5,016",$0,"$7,932","$54,984"," 61,857 ",67.0,38.0,20.0,46.0
AL,Franklin County,2p1c,"$8,880","$7,860","$17,556","$14,520","$5,928","$7,260","$9,264","$71,268"," 61,857 ",67.0,38.0,20.0,46.0
AL,Franklin County,2p2c,"$8,880","$9,936","$18,588","$17,352","$6,660","$14,304","$10,248","$85,980"," 61,857 ",67.0,38.0,20.0,46.0
AL,Franklin County,2p3c,"$10,812","$12,144","$19,344","$20,184","$8,124","$16,476","$11,172","$98,256"," 61,857 ",67.0,38.0,20.0,46.0
AL,Franklin County,2p4c,"$10,812","$14,868","$20,856","$23,004","$9,096","$16,476","$13,632","$108,732"," 61,857 ",67.0,38.0,20.0,46.0
AL,Geneva County,1p0c,"$6,324","$3,876","$13,596","$5,964","$3,612",$0,"$6,336","$39,708"," 60,345 ",67.0,57.0,21.0,49.0
AL,Geneva County,1p1c,"$7,764","$5,712","$16,620","$8,844","$4,776","$5,196","$6,936","$55,848"," 60,345 ",67.0,57.0,21.0,49.0
AL,Geneva County,1p2c,"$7,764","$8,364","$18,336","$11,724","$5,712","$10,224","$7,800","$69,924"," 60,345 ",67.0,57.0,21.0,49.0
AL,Geneva County,1p3c,"$10,356","$11,172","$19,560","$14,604","$7,620","$11,772","$10,032","$85,128"," 60,345 ",67.0,57.0,21.0,49.0
AL,Geneva County,1p4c,"$10,356","$13,680","$21,324","$17,484","$8,508","$11,772","$13,080","$96,204"," 60,345 ",67.0,57.0,21.0,49.0
AL,Geneva County,2p0c,"$6,348","$7,116","$15,912","$11,928","$4,764",$0,"$7,704","$53,760"," 60,345 ",67.0,57.0,21.0,49.0
AL,Geneva County,2p1c,"$7,764","$8,856","$17,520","$14,808","$5,880","$5,196","$8,772","$68,796"," 60,345 ",67.0,57.0,21.0,49.0
AL,Geneva County,2p2c,"$7,764","$11,196","$18,672","$17,688","$6,720","$10,224","$9,372","$81,636"," 60,345 ",67.0,57.0,21.0,49.0
AL,Geneva County,2p3c,"$10,356","$13,680","$20,376","$20,568","$8,508","$11,772","$10,716","$95,988"," 60,345 ",67.0,57.0,21.0,49.0
AL,Geneva County,2p4c,"$10,356","$16,740","$21,084","$23,448","$9,600","$11,772","$12,936","$105,948"," 60,345 ",67.0,57.0,21.0,49.0
AL,Greene County,1p0c,"$7,476","$4,488","$13,428","$5,712","$4,236",$0,"$6,816","$42,156"," 53,019 ",67.0,20.0,7.0,60.0
AL,Greene County,1p1c,"$9,528","$6,624","$16,344","$8,460","$5,724","$6,444","$7,968","$61,092"," 53,019 ",67.0,20.0,7.0,60.0
AL,Greene County,1p2c,"$9,528","$9,696","$18,072","$11,220","$6,804","$12,912","$9,804","$78,036"," 53,019 ",67.0,20.0,7.0,60.0
AL,Greene County,1p3c,"$11,592","$12,936","$19,356","$13,968","$8,688","$14,904","$12,456","$93,900"," 53,019 ",67.0,20.0,7.0,60.0
AL,Greene County,1p4c,"$11,592","$15,840","$20,304","$16,728","$9,708","$14,904","$15,348","$104,424"," 53,019 ",67.0,20.0,7.0,60.0
AL,Greene County,2p0c,"$7,524","$8,232","$15,636","$11,424","$5,580",$0,"$8,256","$56,652"," 53,019 ",67.0,20.0,7.0,60.0
AL,Greene County,2p1c,"$9,528","$10,248","$17,256","$14,172","$7,008","$6,444","$9,912","$74,580"," 53,019 ",67.0,20.0,7.0,60.0
AL,Greene County,2p2c,"$9,528","$12,972","$18,456","$16,932","$7,968","$12,912","$11,004","$89,760"," 53,019 ",67.0,20.0,7.0,60.0
AL,Greene County,2p3c,"$11,592","$15,852","$19,332","$19,680","$9,720","$14,904","$12,324","$103,392"," 53,019 ",67.0,20.0,7.0,60.0
AL,Greene County,2p4c,"$11,592","$19,404","$20,940","$22,440","$10,968","$14,904","$15,336","$115,584"," 53,019 ",67.0,20.0,7.0,60.0
AL,Hale County,1p0c,"$6,636","$4,488","$13,860","$5,712","$3,936",$0,"$6,648","$41,280"," 64,661 ",67.0,18.0,18.0,37.0
AL,Hale County,1p1c,"$8,280","$6,624","$17,388","$8,460","$5,280","$6,444","$7,812","$60,276"," 64,661 ",67.0,18.0,18.0,37.0
AL,Hale County,1p2c,"$8,280","$9,696","$20,160","$11,220","$6,360","$12,912","$9,936","$78,552"," 64,661 ",67.0,18.0,18.0,37.0
AL,Hale County,1p3c,"$10,380","$12,936","$21,564","$13,968","$8,256","$14,904","$12,672","$94,680"," 64,661 ",67.0,18.0,18.0,37.0
AL,Hale County,1p4c,"$10,380","$15,840","$22,572","$16,728","$9,288","$14,904","$15,588","$105,300"," 64,661 ",67.0,18.0,18.0,37.0
AL,Hale County,2p0c,"$6,684","$8,232","$16,656","$11,424","$5,280",$0,"$8,232","$56,508"," 64,661 ",67.0,18.0,18.0,37.0
AL,Hale County,2p1c,"$8,280","$10,248","$19,308","$14,172","$6,564","$6,444","$10,008","$75,024"," 64,661 ",67.0,18.0,18.0,37.0
AL,Hale County,2p2c,"$8,280","$12,972","$20,628","$16,932","$7,524","$12,912","$11,124","$90,360"," 64,661 ",67.0,18.0,18.0,37.0
AL,Hale County,2p3c,"$10,380","$15,852","$21,564","$19,680","$9,288","$14,904","$12,528","$104,184"," 64,661 ",67.0,18.0,18.0,37.0
AL,Hale County,2p4c,"$10,380","$19,404","$22,320","$22,440","$10,548","$14,904","$15,252","$115,236"," 64,661 ",67.0,18.0,18.0,37.0
AL,Henry County,1p0c,"$6,696","$4,308","$14,364","$5,964","$3,900",$0,"$6,780","$42,012"," 75,475 ",67.0,33.0,56.0,15.0
AL,Henry County,1p1c,"$8,880","$6,348","$17,388","$8,844","$5,388","$5,196","$7,704","$59,748"," 75,475 ",67.0,33.0,56.0,15.0
AL,Henry County,1p2c,"$8,880","$9,276","$19,116","$11,724","$6,432","$10,224","$8,952","$74,616"," 75,475 ",67.0,33.0,56.0,15.0
AL,Henry County,1p3c,"$11,820","$12,396","$20,364","$14,604","$8,568","$11,772","$11,712","$91,236"," 75,475 ",67.0,33.0,56.0,15.0
AL,Henry County,1p4c,"$11,820","$15,168","$22,176","$17,484","$9,552","$11,772","$14,916","$102,900"," 75,475 ",67.0,33.0,56.0,15.0
AL,Henry County,2p0c,"$6,744","$7,884","$16,656","$11,928","$5,184",$0,"$8,256","$56,652"," 75,475 ",67.0,33.0,56.0,15.0
AL,Henry County,2p1c,"$8,880","$9,816","$18,276","$14,808","$6,624","$5,196","$9,660","$73,248"," 75,475 ",67.0,33.0,56.0,15.0
AL,Henry County,2p2c,"$8,880","$12,420","$19,440","$17,688","$7,548","$10,224","$10,368","$86,568"," 75,475 ",67.0,33.0,56.0,15.0
AL,Henry County,2p3c,"$11,820","$15,180","$21,192","$20,568","$9,564","$11,772","$12,012","$102,120"," 75,475 ",67.0,33.0,56.0,15.0
AL,Henry County,2p4c,"$11,820","$18,576","$21,924","$23,448","$10,764","$11,772","$14,688","$113,004"," 75,475 ",67.0,33.0,56.0,15.0
AL,Houston County,1p0c,"$7,656","$4,260","$12,708","$5,964","$4,224",$0,"$6,684","$41,496"," 72,526 ",67.0,50.0,54.0,17.0
AL,Houston County,1p1c,"$9,420","$6,276","$15,288","$8,844","$5,556","$5,028","$7,308","$57,720"," 72,526 ",67.0,50.0,54.0,17.0
AL,Houston County,1p2c,"$9,420","$9,180","$16,752","$11,724","$6,588","$9,900","$8,268","$71,832"," 72,526 ",67.0,50.0,54.0,17.0
AL,Houston County,1p3c,"$12,564","$12,264","$17,796","$14,604","$8,784","$11,400","$10,884","$88,296"," 72,526 ",67.0,50.0,54.0,17.0
AL,Houston County,1p4c,"$12,564","$15,012","$19,368","$17,484","$9,768","$11,400","$14,016","$99,612"," 72,526 ",67.0,50.0,54.0,17.0
AL,Houston County,2p0c,"$7,692","$7,812","$14,712","$11,928","$5,484",$0,"$8,076","$55,716"," 72,526 ",67.0,50.0,54.0,17.0
AL,Houston County,2p1c,"$9,420","$9,720","$16,092","$14,808","$6,780","$5,028","$9,216","$71,052"," 72,526 ",67.0,50.0,54.0,17.0
